gene ID,gene name,eye-1,eye-2,eye-3,wing-1,wing-3,wing-4
FBgn0032085,CG9555,0,0,1,0,0,0
FBgn0013746,alien,2362,2736,2192,2986,2721,5443
FBgn0032086,CG17906,1,0,0,2,1,0
FBgn0040964,CG18661,196,283,190,292,275,596
FBgn0015316,Try29F,36,21,33,29,32,46
FBgn0032087,CG9568,0,0,0,0,0,3
FBgn0032088,CG13102,0,0,0,0,0,0
FBgn0032089,Rcd-1r,2,0,2,0,7,4
FBgn0032090,CG9582,0,0,0,0,0,0
FBgn0265452,CR44352,0,0,0,0,0,0
FBgn0051708,CG31708,0,0,0,1,1,4
FBgn0265676,CR44483,0,0,0,0,0,0
FBgn0032094,CG12439,0,0,0,0,0,0
FBgn0032095,Toll-4,2,1,0,0,0,0
FBgn0051609,CG31609,0,0,0,0,0,0
FBgn0265675,CR44482,0,0,0,0,0,0
FBgn0032096,Or30a,0,0,0,0,0,0
FBgn0265828,CR44617,0,0,0,0,0,0
FBgn0265827,CR44616,0,0,0,0,0,0
FBgn0265826,CR44615,0,0,0,0,0,0
FBgn0052982,CG32982,1286,1484,1219,1144,1386,2704
FBgn0032100,CG13108,12,7,10,4,6,13
FBgn0032101,CG9586,857,804,755,796,848,1926
FBgn0041092,tai,3424,3217,2884,2706,3197,6019
FBgn0051885,tRNA:CR31885,0,0,0,0,0,0
FBgn0032104,aust,0,0,0,0,3,0
FBgn0263985,CR43734,0,0,1,0,0,4
FBgn0032105,borr,1380,1476,1382,1862,1716,3321
FBgn0040097,lectin-30A,0,0,0,0,0,0
FBgn0267252,Ggamma30A,177,151,126,2,1,3
FBgn0266800,CR45262,0,0,0,0,0,0
FBgn0262033,CR42844,0,0,0,0,0,0
FBgn0267012,CR45456,0,0,0,0,0,0
FBgn0267013,CR45457,0,0,0,0,0,0
FBgn0032109,CG17005,0,0,1,0,0,0
FBgn0010314,Cks30A,1114,1440,1163,1725,1539,3072
FBgn0026439,Eaat1,12,15,2,4,14,0
FBgn0032110,CG3748,0,0,0,0,0,0
FBgn0266037,CR44802,0,0,0,0,0,0
FBgn0263082,CG43350,0,0,0,0,0,0
FBgn0032111,CG13110,0,0,0,0,0,0
FBgn0263323,CR43404,0,0,0,0,0,0
FBgn0085210,CG34181,0,0,0,0,0,0
FBgn0085395,Shawl,3,5,0,0,0,0
FBgn0264447,CR43865,0,0,0,0,0,0
FBgn0012036,Aldh,181,271,292,289,236,458
FBgn0032115,CG4438,0,0,0,0,0,0
FBgn0032116,Mco1,12,28,8,10,9,21
FBgn0000640,Fbp2,4,0,13,22,19,54
FBgn0262036,CG42847,0,0,0,1,4,0
FBgn0032117,FucTB,75,72,61,62,86,203
FBgn0011232,scat,851,959,774,804,710,1558
FBgn0032119,CG3769,1,4,0,2,0,5
FBgn0085211,RpS28-like,0,0,0,0,0,3
FBgn0002973,numb,5512,6012,5363,4119,4557,9025
FBgn0053723,CG33723,2,1,0,0,0,2
FBgn0264269,CR43769,0,0,0,0,0,0
FBgn0004868,Gdi,12043,11695,11142,9627,10307,21615
FBgn0032120,CG33298,1896,1819,1701,1475,1784,3205
FBgn0032123,Oatp30B,2187,2048,1790,1254,1399,2744
FBgn0032122,CG31883,10,9,4,0,3,4
FBgn0032124,CG17855,8,3,8,1,2,12
FBgn0032125,Cpr30B,0,0,0,0,0,0
FBgn0032126,CG13113,0,0,0,0,0,0
FBgn0032127,CG13114,0,0,0,0,0,0
FBgn0032129,jp,64,42,33,2,15,55
FBgn0264998,CR44149,0,0,0,3,4,0
FBgn0032130,CG3838,136,161,165,183,145,433
FBgn0028479,Mtpalpha,6718,6486,6060,5776,6054,12907
FBgn0051709,CG31709,0,0,0,0,0,0
FBgn0014179,gcm,6,8,7,5,5,16
FBgn0263612,CR43621,0,0,0,0,0,0
FBgn0032131,CG3841,0,0,0,0,0,0
FBgn0032132,CG4382,1,0,0,1464,1189,2893
FBgn0019809,gcm2,12,4,16,0,0,0
FBgn0040070,Trx-2,4093,4645,4232,5932,5514,10891
FBgn0032135,GlcAT-S,266,279,283,312,272,621
FBgn0051882,CG31882,0,0,0,2,0,0
FBgn0032136,Apoltp,0,0,0,2,2,12
FBgn0053299,CG33299,0,0,0,0,0,0
FBgn0264999,CR44150,0,0,0,0,0,0
FBgn0000273,Pka-C1,3803,4076,3552,3072,3014,6701
FBgn0015393,hoip,1652,1547,1513,2447,2250,4443
FBgn0011207,pelo,1333,1339,1121,1352,1375,2510
FBgn0051710,CG31710,439,463,410,592,584,1350
FBgn0032138,CG4364,4371,5158,4192,4923,4936,9687
FBgn0028704,Nckx30C,8,24,18,0,0,14
FBgn0032139,CG13116,0,1,0,0,6,2
FBgn0032140,CG13117,24,39,38,202,202,454
FBgn0015035,Cyp4e3,0,0,0,0,0,0
FBgn0022720,zf30C,4071,4546,3930,4288,3827,9206
FBgn0011291,Taf11,446,426,378,517,444,930
FBgn0025117,und,2516,2466,2238,2883,3058,5579
FBgn0265001,ppk18,0,1,0,5,2,6
FBgn0032143,CG4017,0,0,0,0,3,0
FBgn0032144,CG17633,0,0,0,0,0,0
FBgn0065108,ppk16,1,1,1,1,0,7
FBgn0065109,ppk11,2,0,0,0,0,0
FBgn0032147,IP3K1,444,510,432,344,408,628
FBgn0042174,CR18854,10274,10832,9318,11397,10644,20443
FBgn0032149,CG4036,298,342,312,521,409,883
FBgn0032150,CG13123,114,100,100,68,81,195
FBgn0032151,nAChRalpha6,13,10,10,0,4,5
FBgn0264266,CR43766,0,0,0,0,0,0
FBgn0265912,CR44701,0,0,0,0,0,0
FBgn0029174,FKBP59,5014,5212,4755,5943,5624,11787
FBgn0085212,CG34183,212,153,169,159,124,406
FBgn0032153,CG4537,78,98,51,92,43,188
FBgn0032154,mtDNA-helicase,158,171,158,230,173,570
FBgn0063449,Uhg2,345,383,373,362,321,741
FBgn0063391,snoRNA:U14:30Eb,1,2,2,1,0,0
FBgn0063392,snoRNA:U14:30Ea,5,3,1,0,0,2
FBgn0063389,snoRNA:Me18S-G1620,0,0,0,0,0,1
FBgn0025881,snoRNA:Me18S-A1576,4,1,1,0,2,4
FBgn0010520,Bka,287,219,245,299,179,583
FBgn0004867,RpS2,36796,37077,32678,42261,41418,79452
FBgn0053300,Muc30E,0,5,1,0,0,0
FBgn0032156,CG13124,259,277,338,86,96,171
FBgn0032157,Etl1,1554,1615,1434,1467,1455,2945
FBgn0024285,Srp54,2908,3068,2758,3127,3053,6376
FBgn0040064,yip2,3498,3485,3193,3176,3167,6410
FBgn0025700,CG5885,3735,3169,2909,3345,3680,6998
FBgn0032160,CG4598,1209,1178,1063,1259,1229,2197
FBgn0032161,CG4594,175,191,170,214,222,401
FBgn0032162,CG4592,111,135,131,157,131,299
FBgn0032163,TbCMF46,6,6,6,0,0,3
FBgn0259712,CG42366,9,12,18,0,1,5
FBgn0259713,CG42367,0,0,0,0,0,0
FBgn0051876,Cpr30F,1,0,3,0,5,0
FBgn0051712,CG31712,2378,1991,1979,1200,1234,4830
FBgn0266359,CR45007,13,14,6,11,11,12
FBgn0051713,Apf,305,281,312,212,190,404
FBgn0032166,CG4619,371,440,381,469,401,1022
FBgn0032167,CG5853,325,336,287,339,257,616
FBgn0267611,CR45949,2,4,2,2,7,17
FBgn0262428,mir-87,0,0,0,0,0,0
FBgn0032168,CG13126,242,289,267,335,305,638
FBgn0032169,CG4709,456,395,343,436,381,949
FBgn0032171,CG5846,156,170,149,206,177,388
FBgn0032170,CG4658,888,1131,1040,1134,1042,2232
FBgn0266166,CR44872,0,0,0,0,0,0
FBgn0032172,CG5850,1016,964,834,900,850,1814
FBgn0263766,CR43683,3,6,6,1,2,9
FBgn0015664,Dref,2557,2716,2491,3085,3057,5725
FBgn0011272,RpL13,24953,23962,21792,27775,28286,53798
FBgn0040965,CR13130,0,0,0,0,0,0
FBgn0000180,bib,2375,2215,2266,1721,1697,2828
FBgn0051875,CG31875,21,8,36,23,48,185
FBgn0051755,SoYb,124,84,137,265,273,816
FBgn0043456,CG4747,7542,7678,7329,8518,9634,17792
FBgn0266167,CR44873,1,13,6,8,6,7
FBgn0011584,Trp1,2794,2522,2370,2511,2527,5315
FBgn0032175,CG13131,0,0,0,0,0,0
FBgn0032176,CG13127,0,0,0,0,0,0
FBgn0027600,obst-B,2101,2140,1987,1203,1082,2226
FBgn0053301,CG33301,0,0,0,0,0,0
FBgn0266168,CR44874,0,0,0,0,0,0
FBgn0266169,CR44875,0,0,0,0,0,0
FBgn0053302,Cpr31A,5,11,11,41,40,84
FBgn0267727,Pen,10784,11589,10867,13251,13132,27439
FBgn0032178,Spn31A,4,1,6,4,4,5
FBgn0265002,CG44153,1,0,0,0,1,0
FBgn0032181,CG13133,0,0,0,0,0,0
FBgn0083945,CG34109,0,0,0,0,0,0
FBgn0032184,CG13135,0,0,0,0,0,0
FBgn0032187,CG4839,0,0,0,0,0,0
FBgn0032188,CG13137,0,0,0,0,0,0
FBgn0028675,Sur,35,33,39,6,6,11
FBgn0051874,CG31874,0,0,0,0,0,0
FBgn0032189,Ripalpha,245,299,247,352,268,610
FBgn0005593,RpL7,32405,33344,29234,37556,37390,70393
FBgn0085188,CG34159,1460,1366,1169,1535,1427,2846
FBgn0032191,CG5734,728,696,756,817,728,1501
FBgn0032192,CG5731,1125,1139,931,544,553,1092
FBgn0266139,CR44845,46,65,61,58,31,99
FBgn0032193,CG5727,536,498,398,396,324,822
FBgn0032194,CG4901,909,963,903,978,964,2173
FBgn0024320,Npc1a,2514,2517,2342,1975,2313,4141
FBgn0250843,Prosalpha6,2555,2639,2450,2916,3020,5650
FBgn0032195,CG4908,324,363,339,428,425,1003
FBgn0032196,CG5708,1085,1264,1007,1317,1074,2324
FBgn0032197,CG5694,1114,1265,1257,1308,1349,2198
FBgn0032198,eEF1delta,7642,7850,6757,9475,8920,19380
FBgn0051720,mthl15,32,40,91,35,36,59
FBgn0004419,me31B,7756,8230,7438,8478,8739,17706
FBgn0024248,chico,1129,1323,1204,1140,1262,2379
FBgn0266330,CR44995,0,3,1,3,1,1
FBgn0000229,bsk,1700,1899,1569,1633,1655,3278
FBgn0051717,CG31717,181,150,140,152,209,279
FBgn0010407,Ror,480,616,472,30,42,66
FBgn0032200,CG5676,2252,2713,2128,2927,2814,5789
FBgn0026379,Pten,1542,1876,1636,1577,1677,3524
FBgn0011305,Rsf1,3591,3509,3223,3322,3552,6657
FBgn0032202,CG18619,541,544,454,530,357,1059
FBgn0259482,Mob3,438,533,481,466,493,1067
FBgn0032204,CG4953,321,365,303,395,332,583
FBgn0032205,CG4957,118,133,101,155,111,331
FBgn0260750,Mulk,397,401,342,424,445,802
FBgn0003751,trk,1,0,1,1,0,0
FBgn0260749,Utx,1842,2104,1714,1485,1635,3632
FBgn0054043,CG34043,0,0,0,0,0,0
FBgn0032208,CG5604,6019,5913,5322,4476,4648,10964
FBgn0032209,Hand,7,11,5,0,0,1
FBgn0032210,CYLD,960,868,763,888,806,1780
FBgn0266303,CR44968,0,2,1,5,3,11
FBgn0032211,CG13138,0,0,3,0,3,0
FBgn0005322,nmd,970,978,927,1016,1022,2021
FBgn0032213,CG5390,4129,4502,3954,4396,4699,9980
FBgn0032214,CG4968,1149,1277,1041,1130,1090,2512
FBgn0027491,Cdk5alpha,365,358,328,18,31,35
FBgn0267365,l(2)SH0834,594,559,523,691,588,1161
FBgn0032216,CG5384,2981,2952,2902,3173,3458,6573
FBgn0032217,CG4972,2413,2820,2367,2503,2623,5450
FBgn0032218,CG5381,7,4,8,12,7,11
FBgn0032219,CG4995,0,0,0,0,3,0
FBgn0011703,RnrL,2510,3015,2808,3826,3897,7551
FBgn0032221,CG5375,557,626,532,21,47,149
FBgn0032222,CG5037,515,569,471,702,577,1448
FBgn0032223,GATAd,1622,1619,1564,1432,1441,2769
FBgn0019932,SamDC,523,696,567,722,598,1285
FBgn0051715,CG31715,1412,1612,1361,1794,1631,3563
FBgn0032224,Sps2,521,626,471,640,568,1065
FBgn0032225,CG5022,255,273,229,60,98,239
FBgn0085396,CG34367,0,0,0,0,0,0
FBgn0032228,CG5367,14,15,32,65,66,76
FBgn0032229,CG5045,650,701,624,713,707,1340
FBgn0027568,Cand1,2891,3034,2904,2499,2777,5762
FBgn0003087,pim,672,804,678,792,556,1319
FBgn0032230,lft,4483,4251,4181,3713,3939,7792
FBgn0032231,CG5056,378,456,364,387,304,736
FBgn0041723,rho-5,227,240,202,14,11,16
FBgn0053303,CG33303,4052,3893,3401,4213,4636,9071
FBgn0032233,dpr19,181,205,187,74,131,263
FBgn0032234,gny,262,313,229,220,200,500
FBgn0032235,CG5096,77,88,86,68,70,160
FBgn0004106,Cdk1,2515,2913,2425,3536,3172,6847
FBgn0032236,mRpS7,876,930,756,1100,878,2066
FBgn0000413,da,2479,2607,2285,2156,2438,4467
FBgn0267439,CR45789,12,11,11,15,12,13
FBgn0262782,Mdh1,1191,1052,1053,1376,1356,2599
FBgn0051716,Cnot4,4803,4757,4419,3872,4186,9597
FBgn0067622,LSm-4,0,0,0,0,0,0
FBgn0032240,CG17768,0,0,0,0,0,0
FBgn0051718,Ir31a,8,0,0,8,0,1
FBgn0025366,Ip259,4809,5518,4774,5394,4894,10682
FBgn0003942,RpS27A,37264,40431,35297,44596,41194,91060
FBgn0032242,CG5355,5532,5860,5055,5381,5965,12399
FBgn0032243,Klp31E,431,498,442,461,473,931
FBgn0032244,RfC3,278,356,359,570,445,1062
FBgn0005683,pie,214,254,226,286,238,578
FBgn0032246,CG5168,2210,2406,2204,2409,2506,4537
FBgn0262601,SmB,1726,1793,1679,2288,2024,4110
FBgn0267330,KdelR,3995,3829,3319,3928,4191,7819
FBgn0032247,CG5188,228,273,189,288,284,672
FBgn0032248,Bug22,711,799,590,815,712,1584
FBgn0004915,TfIIB,1342,1414,1210,1494,1424,2769
FBgn0032249,CG5337,92,109,101,30,20,45
FBgn0032250,holn1,570,691,570,666,615,1417
FBgn0027052,CHIP,953,1054,910,982,855,2196
FBgn0032251,Nse4,204,222,190,279,211,494
FBgn0266915,CR45375,0,0,0,0,0,0
FBgn0032252,loh,10,10,4,5,9,20
FBgn0065110,ppk10,0,0,0,0,0,0
FBgn0032253,CG5322,14,12,20,9,11,29
FBgn0027611,LM408,478,468,453,816,844,2053
FBgn0051719,RluA-1,1,8,5,1,2,0
FBgn0032256,RluA-2,414,502,459,454,443,1016
FBgn0026431,Grip75,714,861,733,941,811,1714
FBgn0032258,CG7456,1314,1468,1143,1469,1154,2726
FBgn0032259,CG6144,255,269,221,249,224,601
FBgn0032260,CG13144,1,0,0,0,0,2
FBgn0086347,Myo31DF,1525,1730,1501,1693,1824,3498
FBgn0265155,CR44224,0,0,0,2,0,0
FBgn0032261,CG6094,296,225,245,302,235,537
FBgn0032262,CG7384,0,2,0,2,1,0
FBgn0021953,Fatp,0,0,0,0,0,0
FBgn0266458,CG45083,0,0,0,0,0,0
FBgn0010398,Lrr47,239,247,207,278,208,524
FBgn0032264,Lip4,150,173,120,2,8,0
FBgn0032265,CG18301,0,0,0,0,0,0
FBgn0032266,CG18302,0,0,0,0,0,0
FBgn0265829,CR44618,0,0,0,0,0,0
FBgn0051721,Trim9,389,414,373,395,484,961
FBgn0032268,CG6138,2,0,1,0,3,1
FBgn0032269,w-cup,0,0,0,0,0,0
FBgn0250826,CG34160,0,0,0,0,0,0
FBgn0085190,CG34161,0,0,0,0,0,0
FBgn0032271,CG7329,1,0,0,3,0,8
FBgn0266891,CR45351,0,2,0,0,0,0
FBgn0051872,CG31872,0,0,0,0,0,0
FBgn0043825,CG18284,0,0,0,1,0,0
FBgn0265264,CG17097,0,0,0,0,0,0
FBgn0265791,CR44580,0,0,0,0,0,0
FBgn0032276,CG17098,0,0,0,0,0,0
FBgn0267256,CR45692,0,0,0,0,0,0
FBgn0267254,CG45690,0,0,0,0,0,0
FBgn0051871,CG31871,30,27,19,0,9,11
FBgn0040496,CG17104,63,77,59,284,203,443
FBgn0265069,CR44180,0,0,0,0,0,0
FBgn0032280,CG17105,0,0,0,1,0,59
FBgn0032281,CG17107,0,0,0,0,1,0
FBgn0032282,CG7299,0,1,0,0,0,0
FBgn0032283,CG7296,1,5,6,0,2,10
FBgn0032284,CG7294,18,23,21,13,6,47
FBgn0032285,CG17108,27,27,7,0,1,0
FBgn0032286,CG7300,1,0,0,0,0,1
FBgn0265070,CR44181,0,0,0,0,0,0
FBgn0023496,Lip1,0,0,0,7,6,20
FBgn0024740,Lip2,0,0,0,0,0,2
FBgn0032287,CG6415,0,0,1,0,2,0
FBgn0265580,CR44407,0,0,0,0,0,0
FBgn0032289,CG6431,0,0,0,0,0,0
FBgn0032290,CG6443,324,304,322,298,312,692
FBgn0032291,CG17118,8,6,9,6,7,12
FBgn0032292,CG6750,569,546,468,552,501,1244
FBgn0032293,Dpy-30L1,457,444,415,464,488,1049
FBgn0027868,Nup107,1441,1406,1558,1818,1978,3533
FBgn0032294,Vha16-5,0,0,0,0,1,2
FBgn0032295,CG12299,1620,1685,1596,1417,1277,2810
FBgn0032296,CG6729,630,639,529,483,534,1085
FBgn0263528,mir-4970,1,3,0,0,0,0
FBgn0032297,CG17124,627,657,620,160,188,289
FBgn0027550,CG6495,485,379,452,0,0,0
FBgn0015320,Ubc2,2713,2894,2738,2975,2889,6446
FBgn0032298,CG6724,849,897,764,1050,976,2105
FBgn0032299,CG17127,2,1,0,0,0,0
FBgn0051869,CG31869,3128,2491,2150,1173,1674,2923
FBgn0265793,CR44582,10,6,10,2,2,8
FBgn0051870,CG31870,0,0,0,0,0,0
FBgn0265792,CR44581,1,0,0,1,4,1
FBgn0011676,Nos,1,0,1,2,0,0
FBgn0032303,CG6508,0,0,0,0,0,0
FBgn0032304,CG17134,0,0,0,0,0,0
FBgn0032305,CG6700,4596,3885,4059,2678,2916,7910
FBgn0263560,mir-4987,0,0,0,0,0,0
FBgn0260454,CG17139,0,0,0,0,0,0
FBgn0260453,CG17140,0,0,0,0,0,0
FBgn0069354,Porin2,18,13,6,9,38,11
FBgn0004363,porin,12293,11964,10659,15593,15293,29016
FBgn0262599,CG43129,2,9,4,0,1,6
FBgn0027453,Dnz1,416,439,396,331,382,762
FBgn0024227,aurB,880,928,886,1221,1229,2587
FBgn0027363,Stam,1172,1193,1103,1047,1105,2292
FBgn0264351,CR43807,0,0,0,0,0,0
FBgn0032311,CG12517,0,0,0,0,0,0
FBgn0267009,CR45453,0,0,0,0,0,0
FBgn0267010,CR45454,0,0,0,0,0,0
FBgn0265683,CR44490,0,0,0,0,0,0
FBgn0032312,CG14071,0,0,0,0,0,0
FBgn0265684,CR44491,0,0,0,0,0,0
FBgn0032313,CG14070,0,0,0,0,0,0
FBgn0267288,CR45724,0,0,0,0,0,0
FBgn0032314,CG7309,0,0,0,0,0,0
FBgn0032315,CG14069,0,0,0,0,0,0
FBgn0261871,dpr2,0,0,0,0,0,0
FBgn0032318,CG14072,0,0,0,0,0,0
FBgn0265685,CR44492,0,0,0,0,0,0
FBgn0265686,CR44493,0,0,0,0,0,0
FBgn0053129,CG33129,9384,9073,8641,10974,10407,19764
FBgn0032321,YL-1,766,811,617,773,722,1669
FBgn0032322,CG16743,0,0,0,1,0,0
FBgn0000018,abo,272,292,210,244,222,586
FBgn0010612,l(2)06225,2404,2216,2077,3036,2840,5997
FBgn0041781,SCAR,1442,1400,1397,1406,1371,2474
FBgn0004872,piwi,60,69,76,60,35,89
FBgn0026148,CG12253,352,413,380,521,534,1039
FBgn0026147,CG16833,1096,1207,1116,1030,1069,2474
FBgn0000146,aub,7,8,13,16,21,19
FBgn0040096,lectin-33A,0,0,0,0,5,0
FBgn0015756,RpL9,29431,31128,25863,34146,31687,63636
FBgn0021761,Nup154,2910,3121,2904,3344,3562,7061
FBgn0032329,Art8,276,375,376,532,451,978
FBgn0267425,CR45778,7,6,9,10,8,38
FBgn0250837,dUTPase,2702,2917,2736,4171,3562,7716
FBgn0032330,Samuel,1129,1252,1129,1571,1852,3118
FBgn0023415,Acp32CD,8,5,4,0,0,3
FBgn0032331,CG14913,0,0,0,2,0,0
FBgn0040967,CG18666,0,0,0,4,1,0
FBgn0032335,CG14915,3,5,1,29,35,89
FBgn0267289,CR45725,0,0,0,0,0,0
FBgn0263971,CG43725,0,0,0,4,5,13
FBgn0032336,AstC,2,0,1,0,0,0
FBgn0032337,AstCC,0,0,3,0,0,0
FBgn0032338,CG16854,0,0,1,0,1,12
FBgn0032339,CG4705,328,354,328,321,354,700
FBgn0032340,Ge-1,4489,4744,4593,4809,5097,9636
FBgn0032341,Reps,1567,1471,1512,1553,1644,2840
FBgn0261983,l(2)gd1,696,815,694,601,670,1293
FBgn0032343,CG6201,17,15,22,44,45,93
FBgn0041246,Gr32a,0,3,0,0,0,0
FBgn0027582,CG6230,1941,2006,1775,1816,2040,4052
FBgn0032345,CG14921,6,8,11,2,15,10
FBgn0032346,Csl4,302,302,261,435,325,863
FBgn0262647,Nup160,2107,2574,2197,2496,2605,5401
FBgn0028700,RfC38,808,967,852,1186,1057,2264
FBgn0032348,CG4751,2267,2261,2060,2028,2223,4287
FBgn0040211,hgo,0,0,1,1,1,10
FBgn0010197,Gyc32E,185,193,141,0,2,3
FBgn0051867,CG31867,0,0,0,0,1,0
FBgn0032350,CG6287,5042,4957,4386,3942,4223,7290
FBgn0259822,Ca-beta,429,355,313,13,9,24
FBgn0014076,Vm32E,0,0,0,0,0,0
FBgn0032354,CG4788,403,391,358,415,281,863
FBgn0264441,CR43859,2,3,3,2,2,8
FBgn0264442,ab,4471,4190,4008,2263,2650,5847
FBgn0086035,snoRNA:Me18S-G642,0,0,0,0,0,4
FBgn0040232,cmet,2752,3102,2832,2998,3137,7682
FBgn0040233,cana,1574,2016,1785,1980,1971,4024
FBgn0052831,CG33695,567,635,499,738,691,1389
FBgn0265071,CR44182,0,0,0,0,0,1
FBgn0032358,Ppt2,362,346,383,290,271,663
FBgn0020270,mre11,1526,1607,1390,1669,1793,3121
FBgn0032359,Osi21,0,0,0,0,0,0
FBgn0263328,CR43409,0,0,0,0,0,0
FBgn0263874,CR43721,0,0,0,0,0,0
FBgn0265794,CR44583,0,0,0,0,0,1
FBgn0265795,CR44584,0,0,0,0,0,0
FBgn0265796,CR44585,0,0,0,0,0,0
FBgn0032360,CG14926,0,0,0,0,0,0
FBgn0265797,CR44586,0,0,0,0,0,0
FBgn0000287,salr,2397,2592,2191,4288,4620,8922
FBgn0263764,CR43681,5,0,0,0,0,2
FBgn0261648,salm,2073,1922,1775,2317,2535,5583
FBgn0263087,CG43355,0,0,0,0,0,0
FBgn0003313,sala,0,0,0,0,0,0
FBgn0032361,CG6488,360,271,313,294,329,702
FBgn0032362,spz4,19,25,32,20,7,36
FBgn0032363,CG6509,3290,3233,2739,2594,2685,5480
FBgn0032364,CG4970,0,0,0,0,0,0
FBgn0032365,CG14929,0,0,0,0,0,0
FBgn0032366,CG14930,0,0,0,0,0,0
FBgn0262683,CG43153,0,0,0,0,0,0
FBgn0028490,CG31705,187,206,183,208,202,353
FBgn0051706,CG31706,0,0,1,0,0,0
FBgn0085191,CG34162,0,0,0,0,0,0
FBgn0261707,CR42743,0,0,0,0,0,0
FBgn0263386,CG43438,0,0,0,0,0,0
FBgn0265687,CR44494,0,0,0,0,0,0
FBgn0265688,CR44495,0,0,0,0,0,0
FBgn0015400,kek2,201,159,134,12,23,29
FBgn0028412,Mst33A,0,0,0,0,0,0
FBgn0265689,CR44496,0,0,0,0,0,0
FBgn0267327,Acp33A,0,0,0,0,0,0
FBgn0032368,spag4,0,0,0,0,0,0
FBgn0032369,CG6614,1,1,0,0,0,0
FBgn0032370,CG12307,0,0,0,0,0,0
FBgn0032371,CG4983,0,0,0,0,0,0
FBgn0262786,CG43167,0,0,0,0,0,0
FBgn0265690,CR44497,0,0,0,0,0,0
FBgn0265672,CR44479,0,0,0,0,0,0
FBgn0265673,CR44480,0,0,0,0,0,0
FBgn0265670,CG44477,0,0,0,0,0,0
FBgn0265674,CR44481,0,0,0,0,0,0
FBgn0032372,CG4988,0,0,0,0,0,0
FBgn0264992,CR44143,0,0,0,0,0,3
FBgn0264994,CR44145,0,0,0,0,0,0
FBgn0032373,Vha100-5,0,0,0,0,0,0
FBgn0264993,CR44144,0,0,0,0,0,0
FBgn0259960,CG42470,0,0,0,0,0,0
FBgn0259961,CG42471,0,0,0,0,0,0
FBgn0259962,Sfp33A1,0,0,0,0,0,0
FBgn0032374,CG14931,0,0,0,0,0,0
FBgn0032375,CG14932,0,0,0,0,0,0
FBgn0032376,Tsp33B,0,0,0,1,5,0
FBgn0032377,CG14937,24,22,4,19,87,31
FBgn0020309,crol,12668,12814,12404,11764,13731,27906
FBgn0086036,snoRNA:Me18S-A934,2,19,20,7,12,33
FBgn0032378,CycY,2033,1961,1806,2101,2134,4215
FBgn0264815,Pde1c,190,139,154,37,52,148
FBgn0000588,esc,272,278,295,364,263,693
FBgn0266363,CG45011,0,0,0,0,0,0
FBgn0266364,CG45012,0,0,0,0,0,0
FBgn0266365,CR45013,0,0,0,0,0,0
FBgn0266366,CR45014,0,0,0,0,0,0
FBgn0265349,Sfp33A4,0,0,0,0,0,0
FBgn0259963,Sfp33A2,0,0,0,0,0,0
FBgn0264565,CR43937,0,0,0,0,0,0
FBgn0259964,Sfp33A3,0,0,0,0,0,0
FBgn0264564,CR43936,0,0,0,0,0,0
FBgn0051704,CG31704,0,0,0,0,0,0
FBgn0264750,CG44008,0,0,1,0,0,3
FBgn0040968,CG14933,0,0,0,0,0,0
FBgn0259989,CG42486,0,0,0,0,0,0
FBgn0032381,Mal-B1,0,3,0,0,0,0
FBgn0032382,Mal-B2,36,33,41,57,46,68
FBgn0261805,CG42751,1,0,0,0,0,0
FBgn0026392,Or33a,0,0,0,0,0,0
FBgn0026391,Or33b,0,0,0,0,0,0
FBgn0026390,Or33c,0,0,0,0,0,0
FBgn0005664,Cry,2,0,0,0,0,0
FBgn0032385,CG16964,0,0,0,0,0,0
FBgn0263019,CR43314,784,658,688,442,536,1578
FBgn0263107,bft,0,0,0,0,0,0
FBgn0032387,CG16965,0,2,0,0,0,0
FBgn0032388,CG6686,2616,2696,2392,2602,2660,5298
FBgn0085192,CG34163,370,343,352,474,370,845
FBgn0261266,zuc,78,75,58,141,122,353
FBgn0032390,dgt2,650,676,689,901,845,1479
FBgn0032391,escl,322,297,285,270,285,640
FBgn0051866,Ada1-2,70,56,47,51,47,123
FBgn0042127,CG18789,38,41,43,46,54,116
FBgn0051864,Qtzl,142,230,133,222,208,399
FBgn0051865,Ada1-1,79,78,57,115,98,140
FBgn0042125,CG18787,159,146,132,166,161,390
FBgn0032393,CG12264,395,474,384,471,439,842
FBgn0032394,CG6746,467,547,443,473,529,986
FBgn0014019,Rh5,19,13,32,6,16,27
FBgn0265799,CR44588,10,5,4,1,2,16
FBgn0032395,CG6734,484,557,505,421,477,859
FBgn0265798,CR44587,3,10,2,13,15,37
FBgn0010497,dmGlut,369,354,362,314,326,693
FBgn0042126,CG18788,16,9,11,2,7,10
FBgn0032397,Tom70,942,1006,815,1050,912,2079
FBgn0032398,CG6766,1275,1153,1055,1134,1056,2327
FBgn0267739,CR46070,0,0,0,0,3,0
FBgn0032399,CG6785,198,200,200,83,83,213
FBgn0032400,CG6770,9968,9639,7827,8804,7396,20751
FBgn0265800,CR44589,9,11,9,0,4,21
FBgn0032401,Plzf,136,173,137,89,80,223
FBgn0032402,CG14945,102,70,70,60,48,194
FBgn0028425,JhI-21,1420,1296,1164,1443,1624,2740
FBgn0032404,RpL7-like,0,0,0,0,0,0
FBgn0085193,CG34164,0,0,0,0,0,0
FBgn0027505,Rab3-GAP,671,699,659,604,591,1122
FBgn0032405,CG14946,164,155,175,128,62,257
FBgn0032406,CG14947,0,1,0,0,0,0
